순,이름,연도,WAR,-,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,고의사구,삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,--
474,최해식,10해C, 2.18 , 682 , 1982 , 1729 , 154 , 375 , 61 , 2 , 17 , 491 , 165 , 3 , 17 , 145 , 32 , 0 , 301 , 55 , 68 , 8 , .217 , .288 , .284 , .572 , .262 , 57.1 , 2.18 ,
475,풀리엄,1SCF, 2.18 , 91 , 326 , 288 , 46 , 77 , 13 , 1 , 16 , 140 , 55 , 2 , 2 , 27 , 7 , 1 , 55 , 11 , 0 , 4 , .267 , .341 , .486 , .827 , .361 , 113.2 , 2.18 ,
476,장광호,10태C, 2.17 , 649 , 1554 , 1387 , 131 , 297 , 59 , 1 , 25 , 433 , 132 , 5 , 17 , 102 , 4 , 3 , 243 , 27 , 49 , 12 , .214 , .268 , .312 , .580 , .262 , 54.1 , 2.17 ,
477,피커링,1S1B, 2.13 , 60 , 249 , 212 , 23 , 59 , 11 , 0 , 9 , 97 , 34 , 2 , 0 , 31 , 5 , 1 , 62 , 5 , 0 , 1 , .278 , .382 , .458 , .839 , .389 , 150.9 , 2.13 ,
478,강진성,8+N1B, 2.12 , 459 , 1346 , 1208 , 141 , 320 , 64 , 2 , 26 , 466 , 153 , 24 , 5 , 85 , 33 , 3 , 195 , 37 , 10 , 10 , .265 , .328 , .386 , .714 , .328 , 90.9 , 2.12 ,
479,김병조,6해, 2.04 , 297 , 506 , 442 , 70 , 112 , 23 , 3 , 7 , 162 , 47 , 11 , 10 , 31 , 12 , 1 , 79 , 10 , 16 , 5 , .253 , .316 , .367 , .683 , .307 , 91.0 , 2.04 ,
480,유지훤,7OSS, 2.00 , 627 , 2007 , 1807 , 173 , 407 , 54 , 15 , 12 , 527 , 187 , 38 , 30 , 106 , 23 , 1 , 141 , 54 , 61 , 9 , .225 , .276 , .292 , .567 , .262 , 56.9 , 2.00 ,
481,펨버튼,1K, 2.00 , 75 , 316 , 271 , 28 , 69 , 13 , 1 , 11 , 117 , 48 , 2 , 1 , 23 , 19 , 3 , 56 , 6 , 0 , 3 , .255 , .351 , .432 , .783 , .347 , 112.9 , 2.00 ,
482,천보성,3삼2B, 1.98 , 171 , 511 , 444 , 56 , 106 , 22 , 1 , 8 , 154 , 55 , 10 , 5 , 47 , 2 , 0 , 41 , 7 , 15 , 2 , .239 , .313 , .347 , .660 , .301 , 85.8 , 1.98 ,
483,심재원,9롯C, 1.97 , 551 , 1265 , 1128 , 102 , 240 , 27 , 1 , 10 , 299 , 90 , 21 , 8 , 88 , 14 , 0 , 143 , 17 , 26 , 8 , .213 , .276 , .265 , .541 , .257 , 52.5 , 1.97 ,
484,조현,5LCF, 1.97 , 243 , 604 , 543 , 67 , 126 , 18 , 4 , 14 , 194 , 65 , 5 , 3 , 47 , 7 , 3 , 134 , 11 , 3 , 4 , .232 , .300 , .357 , .657 , .301 , 83.7 , 1.97 ,
485,이재현,2+삼SS, 1.95 , 216 , 770 , 683 , 84 , 168 , 23 , 2 , 19 , 252 , 82 , 5 , 4 , 57 , 7 , 0 , 130 , 15 , 18 , 5 , .246 , .309 , .369 , .678 , .309 , 83.6 , 1.95 ,
486,히메네스,1롯1B, 1.94 , 80 , 303 , 260 , 42 , 82 , 15 , 0 , 14 , 139 , 61 , 0 , 2 , 41 , 1 , 2 , 57 , 11 , 0 , 1 , .315 , .409 , .535 , .944 , .415 , 134.6 , 1.94 ,
487,구윤,9삼RF, 1.93 , 399 , 1079 , 971 , 101 , 240 , 49 , 2 , 13 , 332 , 104 , 21 , 23 , 75 , 14 , 5 , 260 , 13 , 12 , 7 , .247 , .308 , .342 , .650 , .304 , 85.3 , 1.93 ,
488,유고웅,4MDH, 1.92 , 336 , 1177 , 1024 , 112 , 251 , 31 , 6 , 11 , 327 , 91 , 42 , 21 , 106 , 5 , 1 , 93 , 19 , 30 , 12 , .245 , .316 , .319 , .635 , .297 , 80.3 , 1.92 ,
489,허문회,10L1B, 1.92 , 523 , 1131 , 1018 , 87 , 274 , 37 , 2 , 20 , 375 , 129 , 9 , 11 , 76 , 15 , 2 , 140 , 29 , 12 , 9 , .269 , .327 , .368 , .695 , .315 , 89.6 , 1.92 ,
490,임훈,10SRF, 1.91 , 670 , 1926 , 1680 , 229 , 452 , 59 , 14 , 7 , 560 , 149 , 36 , 25 , 156 , 22 , 1 , 299 , 37 , 57 , 11 , .269 , .337 , .333 , .670 , .309 , 75.1 , 1.91 ,
491,폴,1현DH, 1.91 , 113 , 441 , 397 , 48 , 111 , 18 , 2 , 18 , 187 , 64 , 3 , 2 , 35 , 6 , 1 , 115 , 11 , 1 , 2 , .280 , .346 , .471 , .817 , .358 , 120.5 , 1.91 ,
492,장민석,10넥CF, 1.89 , 742 , 2395 , 2130 , 324 , 535 , 72 , 22 , 16 , 699 , 177 , 126 , 52 , 174 , 8 , 0 , 396 , 23 , 70 , 13 , .251 , .308 , .328 , .637 , .292 , 63.5 , 1.89 ,
493,피어슨,1현DH, 1.88 , 129 , 561 , 502 , 67 , 145 , 12 , 0 , 31 , 250 , 108 , 0 , 1 , 47 , 5 , 3 , 85 , 9 , 0 , 7 , .289 , .351 , .498 , .849 , .365 , 113.4 , 1.88 ,
494,화이트,1롯RF, 1.87 , 74 , 322 , 294 , 33 , 89 , 17 , 1 , 11 , 141 , 53 , 4 , 3 , 25 , 2 , 2 , 60 , 9 , 0 , 1 , .303 , .360 , .480 , .840 , .371 , 120.1 , 1.87 ,
495,얀,1롯1B, 1.86 , 106 , 390 , 330 , 52 , 89 , 18 , 0 , 17 , 158 , 62 , 1 , 1 , 52 , 2 , 2 , 88 , 7 , 0 , 6 , .270 , .367 , .479 , .846 , .376 , 117.8 , 1.86 ,
496,오리어리,1삼, 1.84 , 63 , 240 , 211 , 30 , 56 , 14 , 2 , 10 , 104 , 28 , 0 , 0 , 23 , 4 , 1 , 37 , 7 , 0 , 2 , .265 , .346 , .493 , .839 , .374 , 123.3 , 1.84 ,
497,연경흠,6한LF, 1.83 , 345 , 875 , 774 , 102 , 180 , 40 , 3 , 26 , 304 , 88 , 2 , 1 , 76 , 13 , 2 , 183 , 19 , 7 , 5 , .233 , .310 , .393 , .703 , .320 , 91.7 , 1.83 ,
498,김진규,6OP, 1.82 , 306 , 718 , 611 , 82 , 140 , 27 , 6 , 11 , 212 , 70 , 25 , 12 , 79 , 5 , 0 , 112 , 10 , 18 , 5 , .229 , .320 , .347 , .667 , .310 , 87.4 , 1.82 ,
499,타바레스,2해LF, 1.82 , 120 , 531 , 482 , 63 , 144 , 21 , 3 , 4 , 183 , 58 , 41 , 15 , 37 , 3 , 1 , 58 , 4 , 6 , 3 , .299 , .351 , .380 , .730 , .333 , 92.3 , 1.82 ,
500,이학주,5+삼SS, 1.80 , 439 , 1225 , 1080 , 140 , 250 , 46 , 4 , 20 , 364 , 110 , 28 , 14 , 97 , 16 , 1 , 290 , 14 , 22 , 10 , .231 , .302 , .337 , .639 , .294 , 71.5 , 1.80 ,
501,김재상,8롯CF, 1.79 , 391 , 782 , 676 , 121 , 158 , 20 , 4 , 4 , 198 , 52 , 88 , 39 , 72 , 9 , 1 , 79 , 9 , 20 , 5 , .234 , .314 , .293 , .607 , .286 , 72.8 , 1.79 ,
502,러셀,2+키SS, 1.77 , 124 , 510 , 464 , 42 , 125 , 25 , 1 , 6 , 170 , 73 , 3 , 0 , 39 , 3 , 2 , 76 , 11 , 0 , 4 , .269 , .328 , .366 , .694 , .323 , 91.2 , 1.77 ,
503,댄블랙,1k1B, 1.77 , 54 , 225 , 198 , 25 , 66 , 10 , 1 , 12 , 114 , 32 , 0 , 0 , 25 , 2 , 2 , 52 , 4 , 0 , 0 , .333 , .413 , .576 , .989 , .430 , 153.6 , 1.77 ,
504,이현택,5삼1B, 1.77 , 207 , 557 , 484 , 72 , 118 , 23 , 0 , 13 , 180 , 60 , 17 , 8 , 63 , 2 , 1 , 80 , 4 , 6 , 2 , .244 , .332 , .372 , .704 , .332 , 98.7 , 1.77 ,
505,정진호,8삼2B, 1.76 , 448 , 1193 , 1035 , 110 , 261 , 43 , 4 , 6 , 330 , 89 , 25 , 25 , 103 , 14 , 1 , 142 , 25 , 30 , 11 , .252 , .325 , .319 , .644 , .303 , 84.7 , 1.76 ,
506,정종현,6OC, 1.76 , 147 , 307 , 271 , 32 , 60 , 8 , 2 , 11 , 105 , 31 , 1 , 4 , 20 , 10 , 0 , 34 , 8 , 3 , 2 , .221 , .297 , .387 , .685 , .313 , 95.2 , 1.76 ,
507,조양근,7빙2B, 1.76 , 533 , 1353 , 1189 , 143 , 276 , 35 , 8 , 6 , 345 , 91 , 51 , 25 , 96 , 11 , 0 , 163 , 24 , 52 , 5 , .232 , .294 , .290 , .585 , .272 , 62.5 , 1.76 ,
508,이창원,7쌍LF, 1.76 , 221 , 413 , 365 , 53 , 85 , 18 , 4 , 12 , 147 , 52 , 7 , 5 , 20 , 22 , 0 , 70 , 10 , 3 , 3 , .233 , .310 , .403 , .713 , .329 , 103.2 , 1.76 ,
509,권용관,19LSS, 1.75 , 1324 , 3506 , 3068 , 348 , 698 , 102 , 28 , 47 , 997 , 300 , 62 , 37 , 198 , 68 , 4 , 728 , 64 , 149 , 23 , .228 , .287 , .325 , .612 , .273 , 54.5 , 1.75 ,
510,유재웅,8두RF, 1.75 , 392 , 842 , 753 , 84 , 185 , 42 , 1 , 21 , 292 , 95 , 2 , 6 , 72 , 11 , 4 , 194 , 16 , 2 , 4 , .246 , .319 , .388 , .707 , .324 , 91.8 , 1.75 ,
511,정현석,8한CF, 1.74 , 378 , 969 , 858 , 110 , 225 , 36 , 1 , 12 , 299 , 71 , 8 , 10 , 78 , 17 , 2 , 152 , 29 , 15 , 1 , .262 , .335 , .348 , .684 , .318 , 77.6 , 1.74 ,
512,잉글린,1S, 1.73 , 78 , 279 , 248 , 33 , 70 , 18 , 0 , 6 , 106 , 36 , 0 , 1 , 23 , 5 , 0 , 47 , 5 , 0 , 3 , .282 , .351 , .427 , .779 , .348 , 113.7 , 1.73 ,
513,황병일,8빙2B, 1.72 , 368 , 768 , 676 , 67 , 149 , 26 , 5 , 9 , 212 , 64 , 16 , 16 , 64 , 10 , 1 , 124 , 20 , 12 , 6 , .220 , .295 , .314 , .609 , .288 , 74.9 , 1.72 ,
514,하재훈,4+SP, 1.72 , 136 , 330 , 297 , 52 , 77 , 15 , 2 , 13 , 135 , 46 , 10 , 0 , 22 , 5 , 1 , 93 , 0 , 2 , 4 , .259 , .317 , .455 , .772 , .347 , 104.5 , 1.72 ,
515,박승욱,10+롯2B, 1.71 , 602 , 1329 , 1156 , 177 , 287 , 41 , 14 , 11 , 389 , 102 , 40 , 14 , 111 , 17 , 0 , 354 , 14 , 41 , 4 , .248 , .322 , .337 , .659 , .301 , 73.0 , 1.71 ,
516,박준태,8+키CF, 1.70 , 427 , 940 , 749 , 156 , 164 , 30 , 3 , 11 , 233 , 78 , 11 , 5 , 125 , 43 , 0 , 266 , 7 , 18 , 5 , .219 , .360 , .311 , .671 , .321 , 87.8 , 1.70 ,
517,차동열,9MC, 1.70 , 432 , 1080 , 960 , 84 , 207 , 25 , 3 , 9 , 265 , 84 , 12 , 7 , 80 , 10 , 2 , 153 , 29 , 23 , 7 , .216 , .281 , .276 , .557 , .263 , 55.8 , 1.70 ,
518,서효인,10MC, 1.68 , 304 , 585 , 488 , 38 , 101 , 13 , 2 , 10 , 148 , 56 , 4 , 4 , 61 , 19 , 0 , 101 , 13 , 12 , 5 , .207 , .316 , .303 , .619 , .295 , 79.3 , 1.68 ,
519,윤용하,4삼, 1.67 , 234 , 447 , 404 , 47 , 99 , 21 , 2 , 14 , 166 , 50 , 2 , 6 , 33 , 2 , 3 , 79 , 7 , 4 , 4 , .245 , .303 , .411 , .713 , .323 , 98.4 , 1.67 ,
520,김성관,3롯LF, 1.66 , 170 , 555 , 499 , 56 , 124 , 25 , 5 , 8 , 183 , 61 , 25 , 10 , 34 , 13 , 0 , 45 , 15 , 6 , 2 , .249 , .312 , .367 , .679 , .312 , 93.9 , 1.66 ,
521,박정환,9삼2B, 1.65 , 385 , 798 , 736 , 76 , 172 , 27 , 1 , 22 , 267 , 106 , 4 , 7 , 35 , 13 , 0 , 154 , 12 , 7 , 7 , .234 , .278 , .363 , .641 , .296 , 77.7 , 1.65 ,
522,김영균,5청, 1.65 , 211 , 454 , 394 , 34 , 91 , 17 , 1 , 7 , 131 , 39 , 5 , 4 , 45 , 10 , 3 , 68 , 20 , 3 , 2 , .231 , .324 , .332 , .656 , .312 , 91.7 , 1.65 ,
523,이연수,9쌍CF, 1.63 , 299 , 752 , 653 , 77 , 153 , 17 , 2 , 11 , 207 , 63 , 15 , 18 , 66 , 16 , 0 , 94 , 18 , 13 , 4 , .234 , .318 , .317 , .635 , .299 , 81.0 , 1.63 ,
524,차영화,8해SS, 1.62 , 526 , 1395 , 1236 , 136 , 290 , 33 , 4 , 2 , 337 , 75 , 80 , 42 , 90 , 11 , 0 , 100 , 25 , 50 , 7 , .235 , .291 , .273 , .564 , .262 , 57.4 , 1.62 ,
525,황우구,6한SS, 1.62 , 377 , 846 , 726 , 70 , 173 , 38 , 4 , 7 , 240 , 74 , 6 , 6 , 75 , 9 , 1 , 131 , 19 , 30 , 6 , .238 , .315 , .331 , .646 , .290 , 66.5 , 1.62 ,
526,알칸트라,2LDH, 1.61 , 116 , 476 , 422 , 57 , 112 , 16 , 2 , 22 , 198 , 69 , 0 , 2 , 46 , 3 , 3 , 104 , 10 , 0 , 5 , .265 , .338 , .469 , .807 , .358 , 114.1 , 1.61 ,
527,김종갑,6삼RF, 1.61 , 218 , 424 , 359 , 60 , 79 , 13 , 1 , 12 , 130 , 40 , 8 , 6 , 55 , 2 , 0 , 80 , 6 , 5 , 2 , .220 , .325 , .362 , .688 , .323 , 94.5 , 1.61 ,
528,엔젤,1한, 1.60 , 40 , 156 , 131 , 21 , 36 , 3 , 0 , 9 , 66 , 27 , 2 , 0 , 23 , 2 , 0 , 30 , 4 , 0 , 0 , .275 , .391 , .504 , .895 , .405 , 143.7 , 1.60 ,
529,나웅,6L3B, 1.54 , 292 , 449 , 382 , 81 , 93 , 13 , 6 , 3 , 127 , 36 , 37 , 23 , 41 , 9 , 1 , 67 , 8 , 14 , 3 , .243 , .329 , .332 , .661 , .308 , 86.3 , 1.54 ,
530,가르시아,1L3B, 1.53 , 50 , 206 , 183 , 27 , 62 , 9 , 0 , 8 , 95 , 34 , 5 , 0 , 9 , 8 , 0 , 25 , 3 , 0 , 6 , .339 , .384 , .519 , .903 , .388 , 131.4 , 1.53 ,
531,황대인,7+K1B, 1.52 , 376 , 1248 , 1124 , 107 , 278 , 51 , 1 , 39 , 448 , 188 , 0 , 0 , 94 , 15 , 4 , 262 , 42 , 1 , 14 , .247 , .310 , .399 , .709 , .324 , 88.1 , 1.52 ,
532,이진영,7+한RF, 1.51 , 283 , 780 , 677 , 101 , 149 , 36 , 2 , 20 , 249 , 93 , 9 , 4 , 82 , 8 , 0 , 261 , 10 , 5 , 8 , .220 , .308 , .368 , .676 , .313 , 81.2 , 1.51 ,
533,채종국,9현2B, 1.50 , 659 , 1581 , 1343 , 169 , 318 , 54 , 1 , 22 , 440 , 128 , 8 , 16 , 88 , 59 , 2 , 213 , 28 , 78 , 13 , .237 , .309 , .328 , .637 , .285 , 65.7 , 1.50 ,
534,길홍규,9O, 1.50 , 364 , 661 , 591 , 55 , 150 , 17 , 0 , 8 , 191 , 66 , 8 , 6 , 50 , 1 , 0 , 97 , 26 , 11 , 8 , .254 , .309 , .323 , .632 , .295 , 80.0 , 1.50 ,
535,김호인,1삼CF, 1.50 , 64 , 237 , 215 , 23 , 60 , 16 , 0 , 6 , 94 , 24 , 4 , 2 , 17 , 1 , 0 , 21 , 4 , 2 , 2 , .279 , .332 , .437 , .769 , .346 , 109.2 , 1.50 ,
536,조쉬벨,1L3B, 1.47 , 63 , 275 , 240 , 33 , 64 , 8 , 1 , 10 , 104 , 39 , 3 , 0 , 30 , 1 , 1 , 56 , 10 , 0 , 4 , .267 , .346 , .433 , .779 , .347 , 101.6 , 1.47 ,
537,최길성,6L3B, 1.47 , 170 , 443 , 388 , 33 , 88 , 20 , 2 , 7 , 133 , 44 , 5 , 0 , 45 , 3 , 0 , 99 , 8 , 1 , 6 , .227 , .308 , .343 , .651 , .306 , 78.1 , 1.47 ,
538,안권수,4+롯LF, 1.46 , 321 , 641 , 566 , 112 , 158 , 13 , 4 , 2 , 185 , 52 , 23 , 12 , 58 , 2 , 0 , 84 , 11 , 11 , 4 , .279 , .346 , .327 , .673 , .317 , 87.1 , 1.46 ,
539,이우성,8+KRF, 1.46 , 449 , 1057 , 934 , 122 , 241 , 41 , 0 , 19 , 339 , 115 , 13 , 7 , 90 , 14 , 4 , 222 , 27 , 13 , 6 , .258 , .331 , .363 , .693 , .319 , 84.5 , 1.46 ,
540,공의식,3태, 1.45 , 168 , 374 , 314 , 35 , 60 , 12 , 2 , 12 , 112 , 42 , 10 , 7 , 48 , 5 , 1 , 108 , 6 , 4 , 3 , .191 , .305 , .357 , .662 , .307 , 91.9 , 1.45 ,
541,김성윤,6+삼RF, 1.45 , 209 , 357 , 318 , 63 , 88 , 8 , 6 , 4 , 120 , 34 , 30 , 7 , 22 , 6 , 0 , 59 , 2 , 5 , 6 , .277 , .330 , .377 , .707 , .325 , 85.7 , 1.45 ,
542,정기창,5쌍, 1.44 , 177 , 407 , 370 , 41 , 87 , 7 , 4 , 13 , 141 , 44 , 11 , 8 , 27 , 3 , 2 , 96 , 13 , 4 , 3 , .235 , .290 , .381 , .671 , .302 , 88.0 , 1.44 ,
543,김용의,11LCF, 1.43 , 980 , 2053 , 1782 , 322 , 463 , 56 , 17 , 9 , 580 , 165 , 106 , 42 , 202 , 9 , 6 , 400 , 25 , 47 , 13 , .260 , .336 , .325 , .662 , .306 , 74.4 , 1.43 ,
544,서상우,6LDH, 1.42 , 194 , 443 , 382 , 63 , 108 , 14 , 0 , 13 , 161 , 51 , 7 , 2 , 52 , 6 , 2 , 107 , 6 , 1 , 2 , .283 , .376 , .421 , .797 , .362 , 117.7 , 1.42 ,
545,최승환,11두C, 1.40 , 318 , 628 , 559 , 52 , 122 , 22 , 0 , 13 , 183 , 64 , 1 , 0 , 51 , 6 , 0 , 122 , 18 , 9 , 3 , .218 , .289 , .327 , .617 , .285 , 65.1 , 1.40 ,
546,최홍석,7M, 1.40 , 311 , 669 , 611 , 42 , 146 , 22 , 0 , 8 , 192 , 62 , 3 , 0 , 40 , 9 , 0 , 97 , 24 , 5 , 4 , .239 , .294 , .314 , .608 , .288 , 75.0 , 1.40 ,
547,서호철,3+N3B, 1.39 , 205 , 657 , 600 , 76 , 154 , 25 , 3 , 7 , 206 , 55 , 7 , 6 , 32 , 12 , 0 , 94 , 15 , 9 , 4 , .257 , .306 , .343 , .649 , .302 , 78.1 , 1.39 ,
548,김재성,5+삼DH, 1.39 , 189 , 394 , 334 , 28 , 83 , 15 , 1 , 5 , 115 , 37 , 1 , 1 , 44 , 8 , 1 , 87 , 10 , 4 , 4 , .249 , .346 , .344 , .691 , .326 , 91.9 , 1.39 ,
549,강형석,7O, 1.38 , 240 , 449 , 393 , 45 , 88 , 17 , 6 , 5 , 132 , 41 , 10 , 3 , 35 , 17 , 2 , 70 , 10 , 3 , 1 , .224 , .314 , .336 , .650 , .304 , 86.8 , 1.38 ,
550,살라디노,1삼LF, 1.37 , 44 , 163 , 132 , 26 , 37 , 8 , 0 , 6 , 63 , 27 , 6 , 1 , 23 , 7 , 0 , 41 , 3 , 0 , 1 , .280 , .411 , .477 , .888 , .405 , 137.2 , 1.37 ,
551,윌슨,1롯3B, 1.35 , 68 , 268 , 231 , 21 , 58 , 15 , 0 , 9 , 100 , 37 , 0 , 2 , 31 , 5 , 0 , 60 , 8 , 0 , 1 , .251 , .351 , .433 , .784 , .361 , 118.4 , 1.35 ,
552,유필선,6롯, 1.34 , 179 , 395 , 329 , 54 , 78 , 16 , 2 , 6 , 116 , 31 , 4 , 6 , 34 , 18 , 0 , 92 , 4 , 11 , 3 , .237 , .339 , .353 , .691 , .313 , 87.0 , 1.34 ,
553,펠릭스,2LDH, 1.33 , 130 , 523 , 459 , 69 , 121 , 24 , 1 , 19 , 204 , 79 , 1 , 1 , 52 , 7 , 4 , 123 , 7 , 0 , 5 , .264 , .344 , .444 , .789 , .346 , 108.9 , 1.33 ,
554,석수철,1쌍3B, 1.32 , 114 , 337 , 289 , 32 , 77 , 16 , 1 , 3 , 104 , 32 , 4 , 2 , 17 , 8 , 0 , 45 , 7 , 17 , 6 , .266 , .319 , .360 , .679 , .300 , 87.9 , 1.32 ,
555,구드럼,1+롯3B, 1.32 , 50 , 201 , 173 , 16 , 51 , 14 , 1 , 0 , 67 , 28 , 0 , 0 , 23 , 1 , 1 , 46 , 6 , 0 , 4 , .295 , .373 , .387 , .760 , .357 , 114.2 , 1.32 ,
556,김종수,2빙SS, 1.31 , 117 , 306 , 256 , 25 , 64 , 5 , 0 , 0 , 69 , 17 , 4 , 3 , 37 , 3 , 0 , 33 , 4 , 8 , 2 , .250 , .349 , .270 , .619 , .300 , 85.7 , 1.31 ,
557,송우현,2키RF, 1.31 , 83 , 297 , 262 , 37 , 74 , 17 , 2 , 3 , 104 , 42 , 1 , 1 , 30 , 3 , 1 , 53 , 4 , 1 , 1 , .282 , .362 , .397 , .758 , .356 , 106.6 , 1.31 ,
558,김대진,5삼LF, 1.31 , 269 , 660 , 568 , 61 , 135 , 17 , 2 , 8 , 180 , 46 , 5 , 2 , 52 , 14 , 1 , 77 , 8 , 22 , 4 , .238 , .315 , .317 , .632 , .293 , 80.8 , 1.31 ,
559,박준영,5+두3B, 1.30 , 265 , 724 , 636 , 83 , 134 , 25 , 5 , 16 , 217 , 69 , 14 , 6 , 63 , 16 , 1 , 208 , 17 , 6 , 3 , .211 , .297 , .341 , .638 , .298 , 71.3 , 1.30 ,
560,윌리엄스,1현1B, 1.29 , 37 , 164 , 133 , 22 , 33 , 7 , 0 , 12 , 76 , 26 , 0 , 0 , 25 , 4 , 0 , 36 , 4 , 0 , 2 , .248 , .378 , .571 , .950 , .405 , 144.3 , 1.29 ,
561,강경학,9한2B, 1.29 , 517 , 1390 , 1167 , 185 , 277 , 36 , 12 , 13 , 376 , 104 , 14 , 11 , 162 , 21 , 1 , 304 , 22 , 33 , 8 , .237 , .339 , .322 , .661 , .306 , 73.1 , 1.29 ,
562,김호령,7+KCF, 1.29 , 600 , 1390 , 1223 , 219 , 296 , 48 , 9 , 19 , 419 , 118 , 43 , 19 , 102 , 27 , 0 , 361 , 18 , 34 , 4 , .242 , .313 , .343 , .656 , .300 , 69.8 , 1.29 ,
563,김경문,10OC, 1.27 , 700 , 1672 , 1494 , 119 , 329 , 60 , 1 , 6 , 409 , 126 , 17 , 19 , 89 , 21 , 1 , 150 , 24 , 60 , 8 , .220 , .272 , .274 , .546 , .254 , 49.8 , 1.27 ,
564,현재윤,10삼C, 1.26 , 461 , 1044 , 912 , 96 , 211 , 43 , 2 , 11 , 291 , 87 , 10 , 11 , 67 , 14 , 1 , 115 , 18 , 45 , 6 , .231 , .292 , .319 , .611 , .275 , 55.4 , 1.26 ,
565,최정원,3+N2B, 1.26 , 156 , 332 , 294 , 69 , 81 , 9 , 5 , 0 , 100 , 15 , 17 , 8 , 26 , 7 , 0 , 64 , 1 , 5 , 0 , .276 , .349 , .340 , .689 , .327 , 91.6 , 1.26 ,
566,김경갑,2청SS, 1.26 , 105 , 200 , 179 , 14 , 43 , 5 , 0 , 6 , 66 , 56 , 1 , 0 , 19 , 0 , 0 , 32 , 4 , 0 , 2 , .240 , .310 , .369 , .679 , .323 , 101.4 , 1.26 ,
567,양후승,7쌍, 1.25 , 387 , 531 , 450 , 83 , 101 , 15 , 3 , 6 , 140 , 32 , 17 , 17 , 62 , 3 , 1 , 103 , 7 , 15 , 1 , .224 , .322 , .311 , .633 , .298 , 79.6 , 1.25 ,
568,필립스,1현1B, 1.24 , 66 , 260 , 230 , 37 , 60 , 10 , 0 , 15 , 115 , 46 , 1 , 0 , 25 , 5 , 0 , 62 , 10 , 0 , 0 , .261 , .346 , .500 , .846 , .376 , 117.3 , 1.24 ,
569,반즈,1한1B, 1.23 , 74 , 319 , 283 , 38 , 75 , 17 , 1 , 9 , 121 , 42 , 2 , 1 , 27 , 7 , 1 , 81 , 4 , 0 , 2 , .265 , .342 , .428 , .769 , .349 , 104.5 , 1.23 ,
570,페게로,1L1B, 1.22 , 52 , 214 , 199 , 24 , 57 , 10 , 0 , 9 , 94 , 44 , 2 , 1 , 12 , 2 , 0 , 63 , 2 , 0 , 1 , .286 , .332 , .472 , .804 , .364 , 127.3 , 1.22 ,
571,안중열,7+롯C, 1.21 , 400 , 905 , 793 , 89 , 169 , 39 , 1 , 16 , 258 , 74 , 2 , 2 , 80 , 10 , 0 , 226 , 19 , 18 , 4 , .213 , .292 , .325 , .617 , .284 , 60.5 , 1.21 ,
572,라가레스,1+SLF, 1.19 , 49 , 202 , 180 , 24 , 57 , 9 , 0 , 6 , 84 , 32 , 3 , 1 , 14 , 1 , 1 , 18 , 4 , 4 , 3 , .317 , .364 , .467 , .830 , .368 , 126.9 , 1.19 ,
573,이경복,10해, 1.19 , 370 , 741 , 677 , 56 , 164 , 31 , 2 , 7 , 220 , 82 , 2 , 3 , 40 , 10 , 3 , 59 , 25 , 10 , 4 , .242 , .293 , .325 , .618 , .284 , 74.2 , 1.19 ,
574,허정협,7키LF, 1.19 , 301 , 804 , 702 , 92 , 172 , 24 , 0 , 19 , 253 , 95 , 1 , 2 , 80 , 15 , 1 , 192 , 13 , 4 , 3 , .245 , .334 , .360 , .694 , .321 , 85.3 , 1.19 ,
575,김종성,3O, 1.18 , 126 , 198 , 180 , 33 , 46 , 9 , 1 , 7 , 78 , 26 , 7 , 8 , 11 , 4 , 0 , 46 , 2 , 3 , 0 , .256 , .313 , .433 , .746 , .338 , 117.7 , 1.18 ,
576,장영석,10키1B, 1.18 , 434 , 1227 , 1080 , 127 , 248 , 54 , 1 , 33 , 403 , 160 , 1 , 1 , 99 , 36 , 1 , 291 , 32 , 4 , 8 , .230 , .313 , .373 , .686 , .314 , 80.7 , 1.18 ,
577,홍신차,2O, 1.18 , 108 , 202 , 184 , 15 , 52 , 7 , 0 , 4 , 71 , 28 , 1 , 2 , 16 , 1 , 1 , 19 , 6 , 0 , 1 , .283 , .342 , .386 , .728 , .340 , 112.4 , 1.18 ,
578,피터스,1+롯CF, 1.18 , 85 , 354 , 316 , 32 , 72 , 16 , 0 , 13 , 127 , 48 , 7 , 4 , 26 , 8 , 1 , 77 , 5 , 0 , 4 , .228 , .299 , .402 , .701 , .319 , 93.7 , 1.18 ,
579,이홍범,4OCF, 1.16 , 288 , 622 , 562 , 84 , 140 , 22 , 2 , 6 , 184 , 53 , 16 , 11 , 40 , 6 , 2 , 60 , 7 , 12 , 2 , .249 , .305 , .327 , .632 , .292 , 78.7 , 1.16 ,
580,이종호,8빙, 1.16 , 570 , 971 , 844 , 113 , 190 , 27 , 5 , 8 , 251 , 73 , 21 , 15 , 76 , 14 , 0 , 172 , 14 , 31 , 6 , .225 , .298 , .297 , .595 , .276 , 68.0 , 1.16 ,
581,송태일,4쌍3B, 1.16 , 215 , 584 , 541 , 49 , 122 , 26 , 1 , 15 , 195 , 69 , 7 , 2 , 26 , 2 , 1 , 82 , 14 , 13 , 2 , .226 , .263 , .360 , .623 , .280 , 75.2 , 1.16 ,
