이름,WAR,game,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷출루,피사구,피고의사구,피삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,WPA,Position,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,피2타,피3타,피홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,Salary
임기영,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,Pitcher,64.0,0.0,0.0,0.0,4.0,4.0,3.0,16.0,82.0,29.0,27.0,324.0,56.0,8.0,3.0,6.0,19.0,1.0,6.0,57.0,0.0,1.0, 2.96 , 3.88 , 0.92 , 139.4 , 105.7 ,14000.0
최지민,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Pitcher,58.0,0.0,0.0,0.0,6.0,3.0,3.0,12.0,59.1,17.0,14.0,244.0,45.0,4.0,2.0,4.0,26.0,1.0,4.0,44.0,0.0,5.0, 2.12 , 4.30 , 1.20 , 194.5 , 95.6 ,3000.0
윌커슨,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,Pitcher,13.0,0.0,0.0,13.0,7.0,2.0,0.0,0.0,79.2,28.0,20.0,327.0,67.0,15.0,2.0,3.0,20.0,0.0,2.0,81.0,1.0,3.0, 2.26 , 2.73 , 1.09 , 184.1 , 151.4 ,86451.0
백승현,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,Pitcher,42.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,40.0,7.0,7.0,162.0,28.0,4.0,0.0,2.0,18.0,1.0,0.0,30.0,0.0,1.0, 1.58 , 3.87 , 1.15 , 259.1 , 106.0 ,5000.0
최원태,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,Pitcher,26.0,0.0,0.0,26.0,9.0,7.0,0.0,0.0,146.2,73.0,70.0,632.0,149.0,17.0,1.0,12.0,46.0,2.0,7.0,118.0,0.0,6.0, 4.30 , 3.94 , 1.33 , 95.3 , 103.0 ,31000.0
이태양,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,Pitcher,50.0,0.0,0.0,12.0,3.0,3.0,0.0,2.0,100.1,44.0,36.0,422.0,100.0,25.0,6.0,7.0,20.0,2.0,4.0,72.0,0.0,1.0, 3.23 , 3.57 , 1.20 , 128.6 , 116.1 ,12000.0
전상현,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,Pitcher,64.0,0.0,0.0,0.0,8.0,3.0,1.0,13.0,58.2,20.0,14.0,250.0,50.0,8.0,0.0,1.0,26.0,4.0,1.0,50.0,0.0,3.0, 2.15 , 3.14 , 1.30 , 192.4 , 131.3 ,11000.0
켈리,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,Pitcher,30.0,0.0,0.0,30.0,10.0,7.0,0.0,0.0,178.2,87.0,76.0,746.0,183.0,31.0,3.0,10.0,39.0,1.0,6.0,129.0,0.0,6.0, 3.83 , 3.47 , 1.24 , 106.6 , 118.0 ,90000.0
김원중,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,Pitcher,63.0,0.0,0.0,0.0,5.0,6.0,30.0,0.0,63.2,24.0,21.0,265.0,51.0,5.0,3.0,2.0,25.0,3.0,5.0,82.0,0.0,3.0, 2.97 , 2.55 , 1.19 , 140.1 , 162.2 ,28000.0
임창민,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,Pitcher,51.0,0.0,0.0,0.0,2.0,2.0,26.0,1.0,46.2,16.0,13.0,209.0,51.0,6.0,0.0,3.0,17.0,3.0,2.0,40.0,0.0,0.0, 2.51 , 3.59 , 1.46 , 163.8 , 113.1 ,12000.0
손동현,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,Pitcher,64.0,0.0,0.0,0.0,8.0,5.0,1.0,15.0,73.2,31.0,28.0,301.0,68.0,11.0,0.0,5.0,20.0,1.0,2.0,40.0,0.0,2.0, 3.42 , 4.09 , 1.20 , 123.4 , 101.6 ,3000.0
김영규,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,Pitcher,63.0,0.0,0.0,0.0,2.0,4.0,0.0,24.0,61.2,22.0,21.0,247.0,45.0,6.0,5.0,2.0,23.0,1.0,1.0,48.0,2.0,5.0, 3.06 , 3.43 , 1.10 , 135.9 , 122.4 ,9500.0
오승환,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,Pitcher,58.0,0.0,0.0,1.0,4.0,5.0,30.0,2.0,62.2,26.0,24.0,264.0,57.0,11.0,1.0,9.0,15.0,1.0,2.0,44.0,0.0,0.0, 3.45 , 4.67 , 1.15 , 122.9 , 90.5 ,160000.0
나균안,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,Pitcher,23.0,0.0,0.0,23.0,6.0,8.0,0.0,0.0,130.1,61.0,55.0,569.0,140.0,27.0,3.0,8.0,42.0,1.0,5.0,114.0,0.0,6.0, 3.80 , 3.55 , 1.40 , 109.5 , 115.7 ,5800.0
정해영,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,Pitcher,52.0,0.0,0.0,0.0,3.0,4.0,23.0,1.0,49.1,18.0,16.0,218.0,53.0,9.0,1.0,3.0,20.0,3.0,1.0,30.0,0.0,0.0, 2.92 , 4.11 , 1.48 , 141.5 , 99.9 ,17000.0
이의리,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Pitcher,28.0,0.0,0.0,28.0,11.0,7.0,0.0,0.0,131.2,64.0,58.0,598.0,103.0,18.0,0.0,4.0,93.0,1.0,8.0,156.0,0.0,10.0, 3.96 , 3.75 , 1.49 , 104.2 , 110.4 ,9000.0
김명신,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,Pitcher,70.0,0.0,0.0,0.0,3.0,3.0,1.0,24.0,79.0,34.0,32.0,334.0,72.0,18.0,0.0,3.0,27.0,3.0,6.0,65.0,0.0,3.0, 3.65 , 3.43 , 1.25 , 111.7 , 119.3 ,10000.0
최승용,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,Pitcher,34.0,0.0,0.0,20.0,3.0,6.0,1.0,0.0,111.0,54.0,49.0,479.0,116.0,11.0,1.0,9.0,34.0,0.0,4.0,82.0,0.0,3.0, 3.97 , 4.05 , 1.35 , 102.5 , 99.5 ,3500.0
최준용,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,Pitcher,47.0,0.0,0.0,0.0,2.0,3.0,0.0,14.0,47.2,15.0,13.0,210.0,50.0,6.0,0.0,2.0,18.0,1.0,1.0,40.0,0.0,1.0, 2.45 , 3.44 , 1.43 , 169.5 , 119.7 ,10700.0
구창모,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,Pitcher,11.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,51.2,19.0,17.0,205.0,38.0,3.0,0.0,4.0,16.0,0.0,0.0,56.0,0.0,0.0, 2.96 , 3.21 , 1.05 , 140.6 , 131.7 ,19000.0
유영찬,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,Pitcher,67.0,0.0,0.0,0.0,6.0,3.0,1.0,12.0,68.0,27.0,26.0,305.0,55.0,14.0,1.0,4.0,40.0,2.0,7.0,55.0,0.0,8.0, 3.44 , 4.58 , 1.40 , 118.6 , 89.5 ,3000.0
윤영철,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,Pitcher,25.0,0.0,0.0,24.0,8.0,7.0,0.0,0.0,122.2,59.0,55.0,528.0,124.0,27.0,3.0,10.0,48.0,1.0,1.0,74.0,1.0,4.0, 4.04 , 4.47 , 1.40 , 102.4 , 92.0 ,3000.0
태너,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,Pitcher,11.0,0.0,0.0,11.0,5.0,2.0,0.0,0.0,64.2,26.0,21.0,265.0,58.0,8.0,0.0,6.0,13.0,0.0,1.0,47.0,0.0,0.0, 2.92 , 3.84 , 1.10 , 142.5 , 109.6 ,30000.0
수아레즈,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,Pitcher,19.0,0.0,0.0,19.0,4.0,7.0,0.0,0.0,108.0,54.0,47.0,479.0,129.0,19.0,1.0,3.0,32.0,0.0,2.0,88.0,0.0,6.0, 3.92 , 3.12 , 1.49 , 108.1 , 133.1 ,70000.0
김동주,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Pitcher,18.0,0.0,0.0,17.0,3.0,6.0,0.0,0.0,78.1,37.0,36.0,334.0,73.0,14.0,4.0,5.0,35.0,0.0,4.0,59.0,1.0,4.0, 4.14 , 4.26 , 1.38 , 98.5 , 95.2 ,3000.0
신민혁,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,Pitcher,29.0,0.0,0.0,24.0,5.0,5.0,0.0,0.0,122.0,63.0,54.0,518.0,122.0,27.0,2.0,14.0,25.0,0.0,6.0,97.0,0.0,3.0, 3.98 , 4.11 , 1.21 , 104.5 , 102.8 ,12000.0
김상수,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,Pitcher,66.0,0.0,0.0,0.0,4.0,2.0,1.0,18.0,52.0,22.0,18.0,218.0,45.0,7.0,1.0,1.0,21.0,0.0,3.0,36.0,0.0,1.0, 3.12 , 3.69 , 1.27 , 133.5 , 112.4 ,25000.0
김상수,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,Pitcher,66.0,0.0,0.0,0.0,4.0,2.0,1.0,18.0,52.0,22.0,18.0,218.0,45.0,7.0,1.0,1.0,21.0,0.0,3.0,36.0,0.0,1.0, 3.12 , 3.69 , 1.27 , 133.5 , 112.4 ,30000.0
이용찬,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,Pitcher,60.0,0.0,0.0,0.0,4.0,4.0,29.0,0.0,61.0,28.0,28.0,254.0,53.0,6.0,1.0,5.0,19.0,1.0,3.0,51.0,0.0,4.0, 4.13 , 3.87 , 1.18 , 100.8 , 108.9 ,40000.0
홍건희,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.08,Pitcher,64.0,0.0,0.0,0.0,1.0,5.0,22.0,5.0,61.2,28.0,21.0,277.0,67.0,10.0,3.0,4.0,24.0,3.0,0.0,62.0,0.0,8.0, 3.06 , 3.30 , 1.48 , 132.9 , 122.7 ,25000.0
박치국,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,62.0,0.0,0.0,0.0,5.0,3.0,2.0,11.0,52.2,22.0,21.0,236.0,54.0,9.0,2.0,3.0,21.0,1.0,5.0,48.0,0.0,2.0, 3.59 , 3.78 , 1.42 , 113.5 , 107.3 ,14500.0
정철원,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,Pitcher,67.0,0.0,0.0,0.0,7.0,6.0,13.0,11.0,72.2,36.0,32.0,315.0,66.0,6.0,0.0,8.0,32.0,2.0,2.0,55.0,1.0,6.0, 3.96 , 4.68 , 1.35 , 102.8 , 85.6 ,3000.0
김성진,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,Pitcher,55.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,47.0,19.0,19.0,208.0,44.0,7.0,0.0,5.0,25.0,2.0,1.0,38.0,0.0,0.0, 3.64 , 4.74 , 1.47 , 112.9 , 85.4 ,3000.0
김성진,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,Pitcher,55.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,47.0,19.0,19.0,208.0,44.0,7.0,0.0,5.0,25.0,2.0,1.0,38.0,0.0,0.0, 3.64 , 4.74 , 1.47 , 112.9 , 85.4 ,5000.0
윤대경,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,Pitcher,47.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,47.2,18.0,13.0,199.0,36.0,9.0,1.0,4.0,19.0,0.0,6.0,28.0,0.0,2.0, 2.45 , 4.93 , 1.15 , 169.2 , 84.2 ,9730.0
배제성,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,Pitcher,26.0,0.0,0.0,24.0,8.0,10.0,0.0,0.0,130.1,72.0,65.0,596.0,144.0,20.0,1.0,6.0,77.0,0.0,2.0,79.0,1.0,9.0, 4.49 , 4.65 , 1.70 , 94.1 , 89.7 ,27000.0
이승현,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,60.0,0.0,0.0,0.0,4.0,3.0,0.0,14.0,60.0,29.0,24.0,264.0,68.0,12.0,1.0,5.0,15.0,1.0,0.0,42.0,0.0,2.0, 3.60 , 3.83 , 1.38 , 117.6 , 109.8 ,10000.0
이승현,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,60.0,0.0,0.0,0.0,4.0,3.0,0.0,14.0,60.0,29.0,24.0,264.0,68.0,12.0,1.0,5.0,15.0,1.0,0.0,42.0,0.0,2.0, 3.60 , 3.83 , 1.38 , 117.6 , 109.8 ,5500.0
한승주,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,Pitcher,47.0,0.0,0.0,6.0,1.0,4.0,0.0,2.0,70.2,34.0,31.0,320.0,81.0,16.0,2.0,6.0,31.0,2.0,4.0,55.0,0.0,5.0, 3.95 , 4.39 , 1.59 , 105.2 , 94.5 ,3000.0
김윤식,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,Pitcher,17.0,0.0,0.0,16.0,6.0,4.0,0.0,0.0,74.2,35.0,35.0,320.0,86.0,13.0,2.0,4.0,25.0,0.0,3.0,42.0,0.0,4.0, 4.22 , 4.14 , 1.49 , 96.7 , 98.9 ,7000.0
김재웅,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,Pitcher,67.0,0.0,0.0,0.0,2.0,3.0,6.0,18.0,59.2,29.0,28.0,250.0,56.0,11.0,0.0,2.0,24.0,1.0,0.0,46.0,0.0,0.0, 4.22 , 3.49 , 1.34 , 97.2 , 116.9 ,10400.0
장시환,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,Pitcher,39.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,34.2,13.0,13.0,153.0,32.0,4.0,0.0,1.0,21.0,1.0,4.0,24.0,0.0,3.0, 3.38 , 4.51 , 1.53 , 123.0 , 92.0 ,8700.0
고우석,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,Pitcher,44.0,0.0,0.0,0.0,3.0,8.0,15.0,0.0,44.0,19.0,18.0,190.0,38.0,6.0,0.0,2.0,22.0,1.0,4.0,59.0,0.0,5.0, 3.68 , 3.06 , 1.36 , 110.9 , 134.3 ,27000.0
이준영,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,Pitcher,64.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,33.2,12.0,12.0,149.0,26.0,3.0,1.0,0.0,23.0,2.0,2.0,30.0,0.0,1.0, 3.21 , 3.71 , 1.46 , 128.8 , 111.6 ,6700.0
최민준,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59,Pitcher,53.0,0.0,0.0,0.0,5.0,3.0,1.0,7.0,60.0,29.0,28.0,262.0,75.0,10.0,2.0,7.0,19.0,1.0,1.0,37.0,0.0,2.0, 4.20 , 4.68 , 1.57 , 99.6 , 90.9 ,6500.0
이건욱,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,Pitcher,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.2,13.0,10.0,169.0,31.0,7.0,0.0,0.0,25.0,2.0,2.0,31.0,0.0,2.0, 2.33 , 3.78 , 1.45 , 179.8 , 110.1 ,3200.0
구승민,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,Pitcher,67.0,0.0,0.0,0.0,2.0,6.0,3.0,22.0,63.2,32.0,28.0,289.0,65.0,8.0,0.0,4.0,29.0,0.0,5.0,66.0,0.0,2.0, 3.96 , 3.79 , 1.48 , 105.1 , 108.6 ,18100.0
파노니,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,Pitcher,16.0,0.0,0.0,15.0,6.0,3.0,0.0,0.0,82.1,41.0,39.0,351.0,86.0,14.0,1.0,6.0,23.0,0.0,2.0,66.0,0.0,0.0, 4.26 , 3.70 , 1.32 , 96.9 , 111.0 ,30000.0
이정용,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.67,Pitcher,37.0,0.0,0.0,13.0,7.0,2.0,3.0,1.0,86.2,45.0,40.0,382.0,100.0,20.0,1.0,5.0,19.0,0.0,2.0,50.0,0.0,3.0, 4.15 , 3.77 , 1.37 , 98.3 , 108.5 ,5000.0
스트레일리,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,Pitcher,16.0,0.0,0.0,16.0,3.0,5.0,0.0,0.0,80.1,43.0,39.0,364.0,82.0,8.0,1.0,6.0,37.0,0.0,10.0,70.0,0.0,4.0, 4.37 , 4.43 , 1.48 , 95.2 , 92.8 ,90000.0
심재민,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,Pitcher,33.0,0.0,0.0,6.0,3.0,1.0,0.0,6.0,47.2,23.0,20.0,218.0,57.0,6.0,0.0,2.0,18.0,1.0,1.0,29.0,0.0,1.0, 3.78 , 3.90 , 1.57 , 110.3 , 105.6 ,8200.0
이우찬,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,Pitcher,38.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,38.1,15.0,15.0,157.0,35.0,4.0,0.0,1.0,18.0,0.0,2.0,30.0,1.0,2.0, 3.52 , 3.78 , 1.38 , 115.9 , 109.0 ,5000.0
김범수,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,Pitcher,76.0,0.0,0.0,0.0,5.0,5.0,1.0,18.0,62.1,33.0,29.0,283.0,64.0,10.0,0.0,3.0,33.0,5.0,3.0,52.0,0.0,4.0, 4.19 , 3.89 , 1.56 , 99.2 , 106.5 ,9680.0
이재익,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,Pitcher,51.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,41.0,19.0,18.0,181.0,46.0,5.0,1.0,3.0,17.0,3.0,0.0,26.0,0.0,3.0, 3.95 , 4.15 , 1.54 , 107.2 , 101.3 ,3700.0
주권,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,Pitcher,42.0,0.0,0.0,3.0,1.0,2.0,0.0,5.0,47.0,23.0,23.0,205.0,49.0,7.0,1.0,4.0,19.0,2.0,2.0,17.0,0.0,0.0, 4.40 , 5.04 , 1.45 , 95.9 , 82.4 ,29500.0
최동환,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,Pitcher,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.1,18.0,15.0,189.0,42.0,11.0,0.0,1.0,17.0,2.0,3.0,20.0,0.0,0.0, 3.19 , 4.08 , 1.39 , 128.0 , 101.1 ,6000.0
이상동,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,Pitcher,36.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,40.2,19.0,18.0,179.0,45.0,10.0,0.0,4.0,15.0,2.0,0.0,43.0,0.0,1.0, 3.98 , 3.57 , 1.48 , 106.0 , 117.5 ,3200.0
최성영,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73,Pitcher,18.0,0.0,0.0,13.0,5.0,4.0,0.0,0.0,66.2,37.0,36.0,303.0,77.0,15.0,2.0,6.0,32.0,0.0,5.0,38.0,0.0,1.0, 4.86 , 5.14 , 1.64 , 85.7 , 81.8 ,7200.0
이재학,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,Pitcher,15.0,0.0,0.0,13.0,5.0,5.0,0.0,0.0,67.1,36.0,34.0,293.0,55.0,5.0,2.0,6.0,33.0,0.0,5.0,43.0,0.0,7.0, 4.54 , 5.02 , 1.31 , 91.6 , 83.8 ,18000.0
정찬헌,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,Pitcher,14.0,1.0,0.0,14.0,2.0,8.0,0.0,0.0,72.0,40.0,38.0,295.0,71.0,12.0,3.0,4.0,13.0,1.0,2.0,35.0,0.0,0.0, 4.75 , 3.78 , 1.17 , 86.5 , 108.1 ,28000.0
최원준,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,Pitcher,26.0,0.0,0.0,20.0,3.0,10.0,0.0,0.0,107.2,60.0,59.0,465.0,119.0,33.0,1.0,11.0,28.0,0.0,12.0,71.0,0.0,1.0, 4.93 , 4.57 , 1.37 , 82.6 , 87.8 ,34000.0
최원준,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,Pitcher,26.0,0.0,0.0,20.0,3.0,10.0,0.0,0.0,107.2,60.0,59.0,465.0,119.0,33.0,1.0,11.0,28.0,0.0,12.0,71.0,0.0,1.0, 4.93 , 4.57 , 1.37 , 82.6 , 87.8 ,3000.0
앤더슨,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,Pitcher,14.0,0.0,0.0,14.0,4.0,7.0,0.0,0.0,79.0,42.0,33.0,336.0,76.0,12.0,3.0,6.0,26.0,0.0,2.0,64.0,0.0,10.0, 3.76 , 3.87 , 1.29 , 109.9 , 106.0 ,3000.0
김진호,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,Pitcher,19.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,16.1,5.0,5.0,73.0,15.0,2.0,0.0,0.0,10.0,0.0,1.0,22.0,0.0,3.0, 2.76 , 2.77 , 1.53 , 151.2 , 151.7 ,3000.0
하준영,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.15,Pitcher,57.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,49.0,25.0,25.0,215.0,52.0,6.0,1.0,4.0,19.0,1.0,2.0,49.0,0.0,0.0, 4.59 , 3.73 , 1.45 , 90.7 , 113.2 ,4000.0
김규연,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,Pitcher,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.2,7.0,6.0,85.0,16.0,2.0,1.0,0.0,10.0,0.0,2.0,20.0,0.0,2.0, 2.75 , 3.24 , 1.32 , 151.2 , 127.9 ,3000.0
이호성,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,Pitcher,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,17.0,5.0,5.0,71.0,11.0,4.0,1.0,1.0,10.0,0.0,0.0,11.0,0.0,1.0, 2.65 , 4.68 , 1.24 , 160.0 , 89.0 ,3000.0
장현식,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,Pitcher,56.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,51.0,26.0,23.0,226.0,58.0,8.0,0.0,6.0,26.0,1.0,1.0,44.0,0.0,1.0, 4.06 , 4.78 , 1.65 , 101.8 , 85.7 ,20000.0
김대우,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.38,Pitcher,44.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,64.0,37.0,32.0,277.0,66.0,9.0,1.0,7.0,22.0,1.0,3.0,49.0,0.0,1.0, 4.50 , 4.46 , 1.38 , 94.1 , 94.3 ,12000.0
요키시,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,Pitcher,12.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,65.2,37.0,32.0,286.0,82.0,14.0,1.0,3.0,14.0,1.0,3.0,51.0,0.0,1.0, 4.39 , 3.21 , 1.46 , 93.6 , 126.6 ,90000.0
조민석,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Pitcher,35.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,31.0,15.0,14.0,137.0,33.0,9.0,0.0,2.0,14.0,0.0,3.0,28.0,0.0,1.0, 4.06 , 4.12 , 1.52 , 102.5 , 102.0 ,3000.0
고효준,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,Pitcher,73.0,0.0,0.0,0.0,4.0,1.0,0.0,13.0,58.0,32.0,29.0,262.0,49.0,3.0,0.0,3.0,42.0,0.0,3.0,66.0,0.0,4.0, 4.50 , 4.17 , 1.57 , 93.0 , 101.1 ,4000.0
신정락,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,Pitcher,34.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,29.0,15.0,15.0,128.0,32.0,6.0,0.0,4.0,11.0,3.0,3.0,28.0,0.0,0.0, 4.66 , 4.44 , 1.48 , 89.4 , 90.9 ,5400.0
윤중현,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,Pitcher,31.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,28.0,13.0,12.0,115.0,29.0,3.0,0.0,2.0,10.0,1.0,1.0,8.0,0.0,0.0, 3.86 , 4.87 , 1.39 , 107.1 , 84.5 ,6500.0
조영건,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,Pitcher,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2,0.0,0.0,27.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0, 0.00 , 2.40 , 0.91 ,  , 170.8 ,3000.0
박상원,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,Pitcher,55.0,0.0,0.0,0.0,5.0,3.0,16.0,0.0,61.2,35.0,25.0,277.0,63.0,9.0,3.0,2.0,29.0,4.0,3.0,57.0,0.0,2.0, 3.65 , 3.38 , 1.49 , 113.8 , 122.6 ,9000.0
우규민,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,Pitcher,56.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,43.0,25.0,23.0,188.0,55.0,9.0,0.0,3.0,5.0,0.0,3.0,28.0,0.0,0.0, 4.81 , 3.61 , 1.40 , 88.0 , 116.2 ,20000.0
김도규,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.28,Pitcher,36.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,29.2,16.0,16.0,132.0,29.0,5.0,0.0,1.0,13.0,0.0,1.0,26.0,0.0,6.0, 4.85 , 3.54 , 1.42 , 85.7 , 116.7 ,5700.0
송명기,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.33,Pitcher,35.0,0.0,0.0,17.0,4.0,9.0,0.0,0.0,104.1,64.0,57.0,474.0,106.0,15.0,2.0,12.0,47.0,0.0,11.0,65.0,0.0,6.0, 4.92 , 5.36 , 1.47 , 84.7 , 78.5 ,13000.0
박민호,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,Pitcher,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,47.0,14.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0, 0.90 , 3.54 , 1.50 , 465.0 , 117.8 ,12000.0
김기중,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,Pitcher,37.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,56.1,33.0,29.0,253.0,58.0,9.0,3.0,4.0,29.0,1.0,9.0,46.0,0.0,2.0, 4.63 , 4.70 , 1.54 , 89.6 , 88.3 ,3900.0
